id.site,name.plant.agg,cover.mean.agg,site.type,rest.meth
N_TAN,Holcus mollis,0.125,restored,mga
N_TAN,Juncus effusus,5,restored,mga
N_TAN,Lathyrus pratensis,0.625,restored,mga
N_TAN,Lolium multiflorum,1,restored,mga
N_TAN,Lolium perenne,13.5,restored,mga
N_TAN,Lotus pedunculatus,1.25,restored,mga
N_TAN,Luzula campestris agg.,0.025,restored,mga
N_TAN,Persicaria amphibia,0.5,restored,mga
N_TAN,Plantago lanceolata,5.5,restored,mga
N_TAN,Poa pratensis agg.,1,restored,mga
N_TAN,Poa trivialis s. l.,3.625,restored,mga
N_TAN,Prunella vulgaris,0.125,restored,mga
N_TAN,Prunus avium,0.125,restored,mga
N_TAN,Ranunculus acris agg.,0.25,restored,mga
N_TAN,Ranunculus repens,17.375,restored,mga
N_TAN,Rumex acetosa,1.125,restored,mga
N_TAN,Rumex crispus,0.5,restored,mga
N_TAN,Scirpus sylvaticus,9.375,restored,mga
N_TAN,Taraxacum sect. Ruderalia,3.25,restored,mga
N_TAN,Trifolium pratense,1,restored,mga
N_TAN,Trifolium repens,8,restored,mga
N_TAN,Veronica chamaedrys agg.,0.025,restored,mga
N_TAS,Artemisia vulgaris agg.,0.125,restored,cus
N_TAS,Cerastium fontanum agg.,0.2,restored,cus
N_TAS,Cerastium glomeratum,0.025,restored,cus
N_TAS,Dactylis glomerata agg.,24.75,restored,cus
N_TAS,Festuca rubra agg.,35,restored,cus
N_TAS,Holcus lanatus,1,restored,cus
N_TAS,Lolium multiflorum,8,restored,cus
N_TAS,Lolium perenne,21.875,restored,cus
N_TAS,Myosotis ramosissima,0.025,restored,cus
N_TAS,Plantago lanceolata,3.125,restored,cus
N_TAS,Poa trivialis s. l.,1.65,restored,cus
N_TAS,Ranunculus acris agg.,0.15,restored,cus
N_TAS,Taraxacum sect. Ruderalia,2.5,restored,cus
N_TAS,Trifolium pratense,0.125,restored,cus
N_TAS,Trifolium repens,0.15,restored,cus
N_TAS,Veronica arvensis,0.3,restored,cus
N_TAS,Veronica chamaedrys agg.,0.125,restored,cus
N_TAS,x Festulolium,6.5,restored,cus
N_TRI,Alopecurus pratensis,15.375,negative,NA
N_TRI,Cardamine pratensis agg.,0.025,negative,NA
N_TRI,Carex hirta,0.125,negative,NA
N_TRI,Carex nigra agg.,0.125,negative,NA
N_TRI,Carex vulpina agg.,0.125,negative,NA
N_TRI,Cerastium fontanum agg.,0.525,negative,NA
N_TRI,Cirsium arvense,1.025,negative,NA
N_TRI,Cirsium vulgare,0.5,negative,NA
N_TRI,Crataegus,0.125,negative,NA
N_TRI,Crepis capillaris,0.125,negative,NA
N_TRI,Deschampsia cespitosa agg.,2.625,negative,NA
N_TRI,Draba verna agg.,0.375,negative,NA
N_TRI,Elymus repens s. str.,3,negative,NA
N_TRI,Festuca pratensis s. str.,0.525,negative,NA
N_TRI,Festuca rubra agg.,31.75,negative,NA
N_TRI,Ficaria verna s. l.,0.025,negative,NA
N_TRI,Galium verum agg.,0.025,negative,NA
N_TRI,Glechoma hederacea,0.5,negative,NA
N_TRI,Holcus lanatus,0.75,negative,NA
N_TRI,Lathyrus pratensis,1.025,negative,NA
N_TRI,Lolium perenne,0.625,negative,NA
N_TRI,Lysimachia nummularia,0.25,negative,NA
N_TRI,Myosotis discolor,0.125,negative,NA
N_TRI,Poa pratensis agg.,17,negative,NA
N_TRI,Potentilla anserina,0.025,negative,NA
N_TRI,Ranunculus acris agg.,3,negative,NA
N_TRI,Ranunculus repens,0.05,negative,NA
N_TRI,Rumex acetosa,0.15,negative,NA
N_TRI,Stellaria palustris,0.025,negative,NA
N_TRI,Taraxacum sect. Ruderalia,0.125,negative,NA
N_TRI,Trifolium dubium agg.,0.025,negative,NA
N_TRI,Veronica serpyllifolia,0.25,negative,NA
N_TRI,Vicia cracca agg.,0.025,negative,NA
N_TUT,Agrostis capillaris,12.5,restored,mga
N_TUT,Anthemis arvensis,0.05,restored,mga
N_TUT,Aphanes arvensis,0.175,restored,mga
N_TUT,Arabidopsis thaliana,0.07500000000000001,restored,mga
N_TUT,Arenaria serpyllifolia agg.,0.05,restored,mga
N_TUT,Artemisia vulgaris agg.,2.625,restored,mga
N_TUT,Bromus hordeaceus agg.,5.625,restored,mga
N_TUT,Cerastium fontanum agg.,0.575,restored,mga
N_TUT,Cirsium arvense,0.275,restored,mga
N_TUT,Erigeron canadensis,0.025,restored,mga
N_TUT,Erodium cicutarium agg.,0.025,restored,mga
N_TUT,Festuca rubra agg.,1.5,restored,mga
N_TUT,Geranium pusillum,0.2,restored,mga
N_TUT,Holcus lanatus,8.5,restored,mga
N_TUT,Hypericum perforatum,0.5,restored,mga
N_TUT,Hypochaeris radicata,1.625,restored,mga
N_TUT,Plantago lanceolata,0.025,restored,mga
N_TUT,Poa pratensis agg.,0.15,restored,mga
N_TUT,Rumex acetosella s. l.,0.025,restored,mga
N_TUT,Senecio jacobaea,5.15,restored,mga
N_TUT,Silene latifolia subsp. alba,0.025,restored,mga
N_TUT,Sonchus asper,0.05,restored,mga
N_TUT,Tanacetum vulgare,11.875,restored,mga
N_TUT,Taraxacum sect. Ruderalia,0.4,restored,mga
N_TUT,Trifolium dubium agg.,0.575,restored,mga
N_TUT,Trifolium repens,6.125,restored,mga
N_TUT,Urtica dioica s. l.,0.125,restored,mga
N_TUT,Veronica arvensis,0.2,restored,mga
N_TUT,Vicia cracca agg.,0.025,restored,mga
N_TUT,Vicia sativa agg.,0.05,restored,mga
N_TUT,Viola tricolor agg.,0.07500000000000001,restored,mga
N_UET,Achillea millefolium agg.,8.5,negative,NA
N_UET,Alopecurus pratensis,0.5,negative,NA
N_UET,Bromus hordeaceus agg.,10.4,negative,NA
N_UET,Capsella bursa-pastoris,0.375,negative,NA
N_UET,Cerastium fontanum agg.,3.525,negative,NA
N_UET,Cirsium vulgare,0.125,negative,NA
N_UET,Dactylis glomerata agg.,1,negative,NA
N_UET,Geranium molle,1.375,negative,NA
N_UET,Holcus lanatus,23.125,negative,NA
N_UET,Hypochaeris radicata,0.25,negative,NA
N_UET,Leontodon hispidus,0.375,negative,NA
N_UET,Lolium perenne,17.5,negative,NA
N_UET,Medicago lupulina,0.025,negative,NA
N_UET,Plantago lanceolata,0.15,negative,NA
N_UET,Plantago major agg.,0.05,negative,NA
N_UET,Poa pratensis agg.,22.25,negative,NA
N_UET,Poa trivialis s. l.,1.55,negative,NA
N_UET,Ranunculus acris agg.,0.025,negative,NA
N_UET,Ranunculus repens,2.625,negative,NA
N_UET,Rumex acetosa,1,negative,NA
N_UET,Rumex crispus,1,negative,NA
N_UET,Stellaria media agg.,0.1,negative,NA
N_UET,Taraxacum sect. Ruderalia,28.125,negative,NA
N_UET,Trifolium repens,4,negative,NA
N_UET,Veronica arvensis,0.4,negative,NA
N_UET,Veronica serpyllifolia,0.025,negative,NA
N_VIE,Agrostis capillaris,24.375,positive,NA
N_VIE,Allium vineale s. l.,0.05,positive,NA
N_VIE,Alopecurus pratensis,0.15,positive,NA
N_VIE,Anthoxanthum odoratum agg.,6.5,positive,NA
N_VIE,Bellis perennis,0.025,positive,NA
N_VIE,Carex hirta,0.125,positive,NA
N_VIE,Carex praecox agg.,3.625,positive,NA
N_VIE,Cerastium fontanum agg.,2.5,positive,NA
N_VIE,Convolvulus arvensis,0.025,positive,NA
N_VIE,Equisetum arvense,0.07500000000000001,positive,NA
N_VIE,Euphorbia esula agg.,0.625,positive,NA
N_VIE,Festuca pratensis s. str.,0.5,positive,NA
N_VIE,Festuca rubra agg.,28.125,positive,NA
N_VIE,Galium verum agg.,23.75,positive,NA
N_VIE,Holcus lanatus,0.5,positive,NA
N_VIE,Hypochaeris radicata,1.125,positive,NA
N_VIE,Knautia arvensis agg.,0.5,positive,NA
N_VIE,Leucanthemum vulgare agg.,1.25,positive,NA
N_VIE,Luzula campestris agg.,0.125,positive,NA
N_VIE,Ornithogalum umbellatum agg.,0.07500000000000001,positive,NA
N_VIE,Plantago lanceolata,5.625,positive,NA
N_VIE,Poa pratensis agg.,2.625,positive,NA
N_VIE,Ranunculus auricomus agg.,0.025,positive,NA
N_VIE,Ranunculus bulbosus,7,positive,NA
N_VIE,Rumex thyrsiflorus,3.05,positive,NA
N_VIE,Saxifraga granulata,0.05,positive,NA
N_VIE,Trifolium dubium agg.,0.4,positive,NA
N_VIE,Trifolium pratense,0.25,positive,NA
N_VIE,Trifolium repens,2.5,positive,NA
N_VIE,Vicia cracca agg.,0.125,positive,NA
N_VIE,Vicia hirsuta,0.025,positive,NA
N_VIE,Vicia sativa agg.,0.125,positive,NA
N_VIE,Vicia tetrasperma agg.,0.025,positive,NA
N_VOG,Alopecurus pratensis,3,restored,dih
N_VOG,Anthoxanthum odoratum agg.,0.125,restored,dih
N_VOG,Carex acutiformis,0.125,restored,dih
N_VOG,Cerastium fontanum agg.,0.025,restored,dih
N_VOG,Deschampsia cespitosa agg.,0.125,restored,dih
N_VOG,Elymus repens s. str.,7,restored,dih
N_VOG,Epilobium tetragonum s. l.,0.025,restored,dih
N_VOG,Equisetum palustre,0.125,restored,dih
N_VOG,Fallopia convolvulus,0.025,restored,dih
N_VOG,Festuca arundinacea,0.125,restored,dih
N_VOG,Galeopsis tetrahit agg.,0.05,restored,dih
N_VOG,Galium palustre agg.,0.25,restored,dih
N_VOG,Glechoma hederacea,1.5,restored,dih
N_VOG,Holcus lanatus,81.25,restored,dih
N_VOG,Juncus effusus,0.025,restored,dih
N_VOG,Lolium perenne,6.5,restored,dih
N_VOG,Phleum pratense agg.,0.5,restored,dih
N_VOG,Plantago lanceolata,0.5,restored,dih
N_VOG,Poa trivialis s. l.,1.75,restored,dih
N_VOG,Polygonum aviculare agg.,0.025,restored,dih
N_VOG,Potentilla anserina,1,restored,dih
N_VOG,Rumex crispus,0.125,restored,dih
N_VOG,Rumex obtusifolius,2.5,restored,dih
N_VOG,Urtica dioica s. l.,1,restored,dih
N_WAL,Agrostis stolonifera agg.,3.125,restored,dih
N_WAL,Ajuga reptans,0.125,restored,dih
N_WAL,Alopecurus pratensis,19.375,restored,dih
N_WAL,Angelica sylvestris,0.125,restored,dih
N_WAL,Anthoxanthum odoratum agg.,0.375,restored,dih
N_WAL,Anthriscus sylvestris agg.,0.025,restored,dih
N_WAL,Arrhenatherum elatius,5,restored,dih
N_WAL,Cardamine pratensis agg.,0.025,restored,dih
N_WAL,Carex acutiformis,15.375,restored,dih
N_WAL,Cerastium fontanum agg.,0.025,restored,dih
N_WAL,Dactylis glomerata agg.,4,restored,dih
N_WAL,Draba verna agg.,0.025,restored,dih
N_WAL,Elymus repens s. str.,1.125,restored,dih
N_WAL,Epilobium palustre,0.125,restored,dih
N_WAL,Equisetum arvense,0.025,restored,dih
N_WAL,Festuca pratensis s. str.,0.375,restored,dih
N_WAL,Festuca rubra agg.,0.5,restored,dih
N_WAL,Filipendula ulmaria,8.5,restored,dih
N_WAL,Galium aparine agg.,0.2,restored,dih
N_WAL,Hieracium aurantiacum,0.025,restored,dih
N_WAL,Holcus lanatus,17.375,restored,dih
N_WAL,Juncus conglomeratus,0.125,restored,dih
N_WAL,Lathyrus pratensis,0.15,restored,dih
N_WAL,Lolium perenne,1.625,restored,dih
N_WAL,Lotus pedunculatus,0.125,restored,dih
N_WAL,Luzula campestris agg.,0.125,restored,dih
N_WAL,Lychnis flos-cuculi,0.125,restored,dih
N_WAL,Matricaria chamomilla,0.025,restored,dih
N_WAL,Myosotis ramosissima,0.025,restored,dih
N_WAL,Phalaris arundinacea,0.65,restored,dih
N_WAL,Phleum pratense agg.,1.25,restored,dih
N_WAL,Plantago lanceolata,1.75,restored,dih
N_WAL,Poa trivialis s. l.,3.75,restored,dih
N_WAL,Prunus,0.025,restored,dih
N_WAL,Ranunculus acris agg.,0.25,restored,dih
N_WAL,Ranunculus repens,3.125,restored,dih
N_WAL,Rumex acetosa,4.125,restored,dih
N_WAL,Rumex crispus,1.5,restored,dih
N_WAL,Stellaria palustris,0.025,restored,dih
N_WAL,Taraxacum sect. Ruderalia,0.5,restored,dih
N_WAL,Thalictrum flavum,7,restored,dih
N_WAL,Urtica dioica s. l.,1,restored,dih
N_WAL,Veronica arvensis,0.025,restored,dih
N_WAL,Veronica chamaedrys agg.,1,restored,dih
N_WAL,Vicia cracca agg.,0.4,restored,dih
N_WAL,Vicia hirsuta,15.625,restored,dih
N_WAL,Vicia sativa agg.,0.025,restored,dih
N_WAL,Vicia tetrasperma agg.,5.025,restored,dih
N_WEN,Achillea millefolium agg.,0.175,restored,dih
N_WEN,Alopecurus pratensis,0.275,restored,dih
N_WEN,Anthoxanthum odoratum agg.,0.125,restored,dih
N_WEN,Carex leporina,0.5,restored,dih
N_WEN,Carex muricata agg.,1,restored,dih
N_WEN,Cerastium fontanum agg.,0.15,restored,dih
N_WEN,Festuca rubra agg.,75,restored,dih
N_WEN,Galium mollugo agg.,3.625,restored,dih
N_WEN,Holcus lanatus,12,restored,dih
N_WEN,Holcus mollis,1,restored,dih
N_WEN,Hypochaeris radicata,0.75,restored,dih
N_WEN,Juncus effusus,0.125,restored,dih
N_WEN,Lathyrus pratensis,0.125,restored,dih
N_WEN,Lotus corniculatus agg.,0.175,restored,dih
N_WEN,Luzula campestris agg.,13.5,restored,dih
N_WEN,Plantago lanceolata,1,restored,dih
N_WEN,Poa trivialis s. l.,0.025,restored,dih
N_WEN,Potentilla reptans,2.5,restored,dih
N_WEN,Prunella vulgaris,2.5,restored,dih
N_WEN,Ranunculus acris agg.,0.15,restored,dih
N_WEN,Ranunculus repens,3.5,restored,dih
N_WEN,Rhinanthus minor,0.125,restored,dih
N_WEN,Rumex acetosa,1.25,restored,dih
N_WEN,Rumex acetosella s. l.,0.75,restored,dih
N_WEN,Stellaria graminea,0.175,restored,dih
N_WEN,Taraxacum sect. Ruderalia,0.025,restored,dih
N_WEN,Trifolium repens,0.05,restored,dih
N_WEN,Veronica arvensis,0.025,restored,dih
N_WEN,Veronica chamaedrys agg.,0.75,restored,dih
N_WEN,Veronica serpyllifolia,0.05,restored,dih
N_WEN,Vicia sativa agg.,0.025,restored,dih
N_WEN,Vicia tetrasperma agg.,0.025,restored,dih
N_WER,Achillea ptarmica agg.,0.125,positive,NA
N_WER,Agrostis canina agg.,10.5,positive,NA
N_WER,Agrostis capillaris,0.125,positive,NA
N_WER,Agrostis stolonifera agg.,0.125,positive,NA
N_WER,Alopecurus pratensis,28.75,positive,NA
N_WER,Anthoxanthum odoratum agg.,0.125,positive,NA
N_WER,Calamagrostis canescens agg.,0.125,positive,NA
N_WER,Cardamine pratensis agg.,1.625,positive,NA
N_WER,Carex acuta agg.,1.125,positive,NA
N_WER,Carex disticha,1.5,positive,NA
N_WER,Carex praecox agg.,0.025,positive,NA
N_WER,Carex vulpina agg.,0.15,positive,NA
N_WER,Cerastium fontanum agg.,0.125,positive,NA
N_WER,Deschampsia cespitosa agg.,0.125,positive,NA
N_WER,Elymus repens s. str.,1.125,positive,NA
N_WER,Festuca ovina agg.,0.5,positive,NA
N_WER,Festuca pratensis s. str.,0.125,positive,NA
N_WER,Festuca rubra agg.,1.5,positive,NA
N_WER,Galium palustre agg.,0.175,positive,NA
N_WER,Holcus lanatus,14.875,positive,NA
N_WER,Hypochaeris radicata,2.625,positive,NA
N_WER,Iris pseudacorus,0.525,positive,NA
N_WER,Lathyrus pratensis,1.5,positive,NA
N_WER,Lychnis flos-cuculi,0.75,positive,NA
N_WER,Lysimachia nummularia,2.5,positive,NA
N_WER,Lysimachia vulgaris,0.625,positive,NA
N_WER,Medicago lupulina,0.025,positive,NA
N_WER,Phalaris arundinacea,0.125,positive,NA
N_WER,Plantago lanceolata,3.625,positive,NA
N_WER,Poa trivialis s. l.,9,positive,NA
N_WER,Potentilla reptans,10.375,positive,NA
N_WER,Ranunculus auricomus agg.,0.125,positive,NA
N_WER,Ranunculus flammula agg.,0.5,positive,NA
N_WER,Ranunculus repens,11.5,positive,NA
N_WER,Rumex acetosa,2,positive,NA
N_WER,Scorzoneroides autumnalis,3.125,positive,NA
N_WER,Selinum dubium,0.625,positive,NA
N_WER,Senecio aquaticus agg.,2.625,positive,NA
N_WER,Taraxacum sect. Ruderalia,3.125,positive,NA
N_WER,Trifolium dubium agg.,0.625,positive,NA
N_WER,Trifolium pratense,2.5,positive,NA
N_WER,Trifolium repens,2.5,positive,NA
N_WER,Veronica serpyllifolia,0.125,positive,NA
N_WER,Vicia cracca agg.,3.5,positive,NA
N_WER,Viola stagnina,0.25,positive,NA
N_WIZ,Achillea millefolium agg.,1.525,positive,NA
N_WIZ,Agrimonia eupatoria,6.625,positive,NA
N_WIZ,Agrostis capillaris,5,positive,NA
N_WIZ,Anthriscus sylvestris agg.,1.15,positive,NA
N_WIZ,Aphanes arvensis,0.025,positive,NA
N_WIZ,Arabidopsis thaliana,0.05,positive,NA
N_WIZ,Arrhenatherum elatius,15,positive,NA
N_WIZ,Carex muricata agg.,0.125,positive,NA
N_WIZ,Cerastium fontanum agg.,0.3,positive,NA
N_WIZ,Cirsium arvense,0.25,positive,NA
N_WIZ,Dactylis glomerata agg.,1.25,positive,NA
N_WIZ,Elymus repens s. str.,0.125,positive,NA
N_WIZ,Festuca rubra agg.,5,positive,NA
N_WIZ,Galium mollugo agg.,17.875,positive,NA
N_WIZ,Geranium molle,0.25,positive,NA
N_WIZ,Holcus lanatus,1.05,positive,NA
N_WIZ,Hypochaeris radicata,0.125,positive,NA
N_WIZ,Lamium purpureum s. str.,0.025,positive,NA
N_WIZ,Luzula campestris agg.,0.525,positive,NA
N_WIZ,Myosotis ramosissima,0.3,positive,NA
N_WIZ,Plantago lanceolata,4.125,positive,NA
N_WIZ,Poa pratensis agg.,1.15,positive,NA
N_WIZ,Potentilla argentea s. l.,1,positive,NA
N_WIZ,Rumex crispus,0.125,positive,NA
N_WIZ,Scorzoneroides autumnalis,0.025,positive,NA
N_WIZ,Stellaria graminea,0.125,positive,NA
N_WIZ,Tanacetum vulgare,5.5,positive,NA
N_WIZ,Tragopogon pratensis s. l.,0.175,positive,NA
N_WIZ,Trifolium arvense,1.25,positive,NA
N_WIZ,Trifolium campestre,0.25,positive,NA
N_WIZ,Trifolium dubium agg.,0.4,positive,NA
N_WIZ,Veronica arvensis,1.625,positive,NA
N_WIZ,Veronica chamaedrys agg.,0.625,positive,NA
N_WIZ,Vicia hirsuta,0.3,positive,NA
N_WIZ,Vicia sativa agg.,1.15,positive,NA
N_ZDF,Achillea millefolium agg.,4.125,restored,res
N_ZDF,Alopecurus pratensis,21.625,restored,res
N_ZDF,Arrhenatherum elatius,4,restored,res
N_ZDF,Centaurea jacea agg.,4.125,restored,res
N_ZDF,Cerastium fontanum agg.,0.025,restored,res
N_ZDF,Crepis biennis,1.125,restored,res
N_ZDF,Dactylis glomerata agg.,22.25,restored,res
N_ZDF,Festuca pratensis s. str.,1.15,restored,res
N_ZDF,Festuca rubra agg.,0.275,restored,res
N_ZDF,Galium mollugo agg.,0.15,restored,res
N_ZDF,Holcus lanatus,15,restored,res
N_ZDF,Lathyrus palustris,0.575,restored,res
N_ZDF,Leucanthemum vulgare agg.,0.25,restored,res
N_ZDF,Lolium perenne,0.275,restored,res
N_ZDF,Medicago lupulina,0.025,restored,res
N_ZDF,Pastinaca sativa,0.15,restored,res
N_ZDF,Phleum pratense agg.,0.375,restored,res
N_ZDF,Plantago lanceolata,0.275,restored,res
N_ZDF,Poa pratensis agg.,1.025,restored,res
N_ZDF,Poa trivialis s. l.,0.525,restored,res
N_ZDF,Ranunculus acris agg.,0.15,restored,res
N_ZDF,Rumex acetosa,1.625,restored,res
N_ZDF,Taraxacum sect. Ruderalia,0.05,restored,res
N_ZDF,Trifolium pratense,5.275,restored,res
N_ZDF,Veronica arvensis,0.05,restored,res
N_ZDF,Vicia cracca agg.,0.55,restored,res
N_ZDF,Vicia hirsuta,0.275,restored,res
N_ZDF,Vicia sativa agg.,0.275,restored,res
S_ACR,Achillea millefolium agg.,1.125,restored,dih
S_ACR,Agrimonia eupatoria,11,restored,dih
S_ACR,Agrostis stolonifera agg.,0.5,restored,dih
S_ACR,Anthyllis vulneraria s. l.,0.125,restored,dih
S_ACR,Asperula cynanchica,0.5,restored,dih
S_ACR,Betonica officinalis,0.275,restored,dih
S_ACR,Brachypodium pinnatum agg.,0.75,restored,dih
S_ACR,Briza media,1.625,restored,dih
S_ACR,Bromus erectus,19.375,restored,dih
S_ACR,Carex caryophyllea,5.625,restored,dih
S_ACR,Carex flacca,0.5,restored,dih
S_ACR,Centaurea jacea agg.,0.025,restored,dih
S_ACR,Centaurea scabiosa,0.025,restored,dih
S_ACR,Centaurium erythraea s. str.,0.15,restored,dih
S_ACR,Cerastium fontanum agg.,0.275,restored,dih
S_ACR,Crepis biennis,0.625,restored,dih
S_ACR,Dactylis glomerata agg.,2,restored,dih
S_ACR,Daucus carota,1.025,restored,dih
S_ACR,Dianthus carthusianorum agg.,0.65,restored,dih
S_ACR,Erigeron annuus,0.5,restored,dih
S_ACR,Festuca ovina agg.,0.125,restored,dih
S_ACR,Festuca rubra agg.,3.5,restored,dih
S_ACR,Filipendula vulgaris,0.125,restored,dih
S_ACR,Galium mollugo agg.,1.625,restored,dih
S_ACR,Galium verum agg.,6,restored,dih
S_ACR,Helictotrichon pubescens,8.5,restored,dih
S_ACR,Hieracium piloselloides,0.525,restored,dih
S_ACR,Hypericum perforatum,0.125,restored,dih
S_ACR,Knautia arvensis agg.,0.5,restored,dih
S_ACR,Koeleria pyramidata agg.,1.025,restored,dih
S_ACR,Leontodon hispidus,0.125,restored,dih
S_ACR,Leucanthemum vulgare agg.,1.05,restored,dih
S_ACR,Linum catharticum,0.675,restored,dih
S_ACR,Lotus corniculatus agg.,1.625,restored,dih
S_ACR,Medicago lupulina,1.125,restored,dih
S_ACR,Medicago sativa agg.,1.125,restored,dih
S_ACR,Myosotis arvensis,0.025,restored,dih
S_ACR,Orchis pyramidalis,0.025,restored,dih
S_ACR,Origanum vulgare,1.15,restored,dih
S_ACR,Peucedanum cervaria,0.5,restored,dih
S_ACR,Peucedanum oreoselinum,1,restored,dih
S_ACR,Pimpinella major,0.05,restored,dih
S_ACR,Pimpinella saxifraga agg.,2.65,restored,dih
S_ACR,Plantago media,0.025,restored,dih
S_ACR,Poa pratensis agg.,3.55,restored,dih
S_ACR,Polygala comosa,0.125,restored,dih
S_ACR,Potentilla verna agg.,0.125,restored,dih
S_ACR,Primula veris,0.25,restored,dih
S_ACR,Prunella vulgaris,0.025,restored,dih
S_ACR,Ranunculus auricomus agg.,0.07500000000000001,restored,dih
S_ACR,Ranunculus bulbosus,0.025,restored,dih
S_ACR,Rhinanthus minor,1.5,restored,dih
S_ACR,Salvia pratensis,0.025,restored,dih
S_ACR,Sanguisorba minor s. l.,0.05,restored,dih
S_ACR,Scabiosa columbaria agg.,2.5,restored,dih
S_ACR,Scorzoneroides autumnalis,0.025,restored,dih
S_ACR,Securigera varia,4.625,restored,dih
S_ACR,Senecio jacobaea,2.55,restored,dih
S_ACR,Silene vulgaris,0.05,restored,dih
S_ACR,Taraxacum sect. Ruderalia,2,restored,dih
S_ACR,Tragopogon pratensis s. l.,0.15,restored,dih
S_ACR,Trifolium campestre,0.05,restored,dih
S_ACR,Trifolium dubium agg.,0.5,restored,dih
S_ACR,Trifolium montanum,0.025,restored,dih
S_ACR,Trifolium pratense,0.525,restored,dih
S_ACR,Trifolium repens,0.5,restored,dih
S_ACR,Trisetum flavescens,0.5,restored,dih
S_ACR,Veronica chamaedrys agg.,0.65,restored,dih
S_ACR,Vicia sativa agg.,1.025,restored,dih
S_AFR,Achillea millefolium agg.,0.125,restored,res
S_AFR,Agrostis capillaris,0.5,restored,res
S_AFR,Ajuga reptans,0.025,restored,res
S_AFR,Alopecurus pratensis,12.5,restored,res
S_AFR,Anthoxanthum odoratum agg.,1.525,restored,res
S_AFR,Arrhenatherum elatius,7,restored,res
S_AFR,Bromus hordeaceus agg.,0.025,restored,res
S_AFR,Carex hirta,0.125,restored,res
S_AFR,Centaurea jacea agg.,0.55,restored,res
S_AFR,Cerastium fontanum agg.,0.2,restored,res
S_AFR,Crepis biennis,3,restored,res
S_AFR,Dactylis glomerata agg.,9.5,restored,res
S_AFR,Festuca pratensis s. str.,2.125,restored,res
S_AFR,Ficaria verna s. l.,0.05,restored,res
S_AFR,Galium mollugo agg.,11.5,restored,res
S_AFR,Geranium dissectum,0.025,restored,res
S_AFR,Geum urbanum,0.025,restored,res
S_AFR,Holcus lanatus,21.875,restored,res
S_AFR,Hypochaeris radicata,1.025,restored,res
S_AFR,Lathyrus pratensis,0.775,restored,res
S_AFR,Lotus corniculatus agg.,6,restored,res
S_AFR,Phleum pratense agg.,0.15,restored,res
S_AFR,Plantago lanceolata,8,restored,res
S_AFR,Poa pratensis agg.,1.5,restored,res
S_AFR,Poa trivialis s. l.,12.5,restored,res
S_AFR,Ranunculus acris agg.,0.125,restored,res
S_AFR,Ranunculus repens,0.55,restored,res
S_AFR,Rumex acetosa,0.625,restored,res
S_AFR,Rumex obtusifolius,0.65,restored,res
S_AFR,Taraxacum sect. Ruderalia,1.025,restored,res
S_AFR,Trifolium dubium agg.,0.525,restored,res
S_AFR,Trifolium pratense,6.125,restored,res
S_AFR,Trifolium repens,3,restored,res
S_AFR,Veronica arvensis,0.025,restored,res
S_AFR,Veronica chamaedrys agg.,1.125,restored,res
S_AFR,Vicia cracca agg.,0.55,restored,res
S_AMP,Achillea millefolium agg.,3.75,positive,NA
S_AMP,Ajuga reptans,4.5,positive,NA
S_AMP,Alopecurus pratensis,0.025,positive,NA
S_AMP,Anthoxanthum odoratum agg.,2,positive,NA
S_AMP,Arenaria serpyllifolia agg.,0.025,positive,NA
S_AMP,Arrhenatherum elatius,4.5,positive,NA
S_AMP,Bellis perennis,0.175,positive,NA
S_AMP,Cardamine pratensis agg.,0.025,positive,NA
S_AMP,Carex acutiformis,8,positive,NA
S_AMP,Carex flava agg.,0.125,positive,NA
S_AMP,Carex hirta,1,positive,NA
S_AMP,Carex muricata agg.,2.5,positive,NA
S_AMP,Centaurea jacea agg.,0.65,positive,NA
S_AMP,Cerastium fontanum agg.,0.2,positive,NA
S_AMP,Colchicum autumnale,2.625,positive,NA
S_AMP,Crataegus monogyna,0.025,positive,NA
S_AMP,Crepis biennis,0.4,positive,NA
S_AMP,Cynosurus cristatus,0.5,positive,NA
S_AMP,Dactylis glomerata agg.,6.125,positive,NA
S_AMP,Deschampsia cespitosa agg.,0.625,positive,NA
S_AMP,Equisetum arvense,0.5,positive,NA
S_AMP,Euonymus europaeus,0.2,positive,NA
S_AMP,Festuca pratensis s. str.,8.5,positive,NA
S_AMP,Festuca rubra agg.,15.375,positive,NA
S_AMP,Galium mollugo agg.,4.525,positive,NA
S_AMP,Glechoma hederacea,0.025,positive,NA
S_AMP,Helictotrichon pubescens,3.5,positive,NA
S_AMP,Heracleum sphondylium,0.15,positive,NA
S_AMP,Holcus lanatus,2.125,positive,NA
S_AMP,Hypochaeris radicata,0.15,positive,NA
S_AMP,Lathyrus pratensis,1.175,positive,NA
S_AMP,Lolium perenne,0.5,positive,NA
S_AMP,Lotus corniculatus agg.,6.125,positive,NA
S_AMP,Medicago lupulina,0.65,positive,NA
S_AMP,Phleum pratense agg.,0.025,positive,NA
S_AMP,Pimpinella major,2,positive,NA
S_AMP,Plantago lanceolata,7,positive,NA
S_AMP,Poa pratensis agg.,2.125,positive,NA
S_AMP,Potentilla verna agg.,0.025,positive,NA
S_AMP,Prunella vulgaris,6.15,positive,NA
S_AMP,Ranunculus acris agg.,4,positive,NA
S_AMP,Ranunculus repens,0.025,positive,NA
S_AMP,Rhinanthus minor,0.3,positive,NA
S_AMP,Rumex acetosa,0.55,positive,NA
